iid,1,2,3,4,5,6,7,8,9,10,gv1,gv2,gv3,gv4,gv5,gv6,gv7,gv8,gv9,gv10,egv1,egv2,egv3,egv4,egv5,egv6,egv7,egv8,egv9,egv10
113,-0.68017,2.94231,1.03091,-1.77378,-3.37601,1.01602,0.632003,0.0412259,-0.15343,0.204638,-0.392355,0.646471,1.33887,-1.40847,-0.988254,1.35199,0.181807,-1.21831,1.31656,-0.880034,,,,,,,,,,
114,0.148068,-1.71493,-0.0588267,-1.02501,0.473842,2.18842,-0.889719,-0.434514,-2.56292,0.00315851,-0.945543,0.29134,-1.57446,0.33563,-0.258839,1.60833,-0.852804,-0.742114,-0.255983,0.192504,,,,,,,,,,
115,-0.561846,1.97905,-0.516743,0.708705,0.259195,-0.68834,1.17791,-1.41479,0.306861,2.07629,-0.654203,0.401936,-0.808633,0.602258,0.26395,-0.726591,-0.427186,-1.17502,0.733794,-0.0152834,,,,,,,,,,
116,1.92973,-1.76833,-1.08648,0.695542,-1.50389,0.339427,-4.15087,-0.575248,-2.06053,0.498211,-0.12565,-1.4708,-0.533431,-0.523869,0.513341,0.40068,-1.7322,-2.06802,0.178933,-1.30424,,,,,,,,,,
117,-2.20272,-1.26806,1.99867,-1.91244,-1.82862,0.653276,1.41138,-2.43059,2.46769,-3.38619,-1.32645,-0.617432,0.679607,-1.35232,0.386949,-0.491183,0.434843,-2.24599,-0.0920385,-1.25697,,,,,,,,,,
118,-0.96495,-0.766401,2.62199,0.311073,0.853947,0.0791664,-0.935428,-1.2698,1.50254,-1.04676,-1.09115,0.511213,0.3678,0.146434,0.55192,0.258679,-0.688258,-0.240181,1.0981,0.172757,,,,,,,,,,
119,0.316042,-0.10806,1.97455,-0.560653,-0.853314,0.31499,1.25045,-1.36613,3.53168,-0.567702,0.536108,0.385827,1.15582,0.363611,0.663665,-0.439554,-0.309613,-1.73686,1.1445,-0.527847,,,,,,,,,,
120,0.985996,1.11596,-5.65685,-1.66007,-0.577092,2.18867,-2.30506,-2.08712,0.840976,-1.71549,0.724931,0.403512,-1.18286,-0.148999,-0.0489362,1.58703,-1.45818,-0.938541,0.481486,0.634165,,,,,,,,,,
121,-0.00511104,1.52912,0.35259,-1.01169,-1.04471,-1.75461,0.621829,0.253224,-0.220371,-2.28273,-0.628878,-0.801354,0.786019,-0.199213,-0.676192,0.0819748,-0.0499287,0.769083,-0.0748118,-0.433795,,,,,,,,,,
122,0.224599,0.356579,2.15619,0.303057,-0.622124,-1.7277,0.402268,0.427751,-2.2122,0.357677,-0.339243,1.10979,0.608472,0.0756721,0.262951,-1.17782,-0.444355,-0.428467,0.35419,-1.244,,,,,,,,,,
123,-2.68943,1.38485,0.386937,2.38402,-1.93201,-2.29101,-1.69069,-2.08981,0.226005,-0.109845,-2.25935,-0.105852,1.06358,2.68254,-0.489817,0.179087,-0.773273,-1.9725,1.16524,0.451689,,,,,,,,,,
124,-2.1881,0.377241,0.778548,-0.28553,-1.91083,0.119598,-0.715778,-0.879925,0.665683,0.785482,-0.333704,0.155545,-0.675429,-0.689856,-0.705141,-0.295792,-1.16639,-1.1704,1.01764,1.05143,,,,,,,,,,
125,-1.87007,0.727907,2.66302,-2.73927,0.0149334,-0.291023,-1.29794,-1.74914,-0.488524,-0.542587,-2.39354,-0.330052,0.858797,-1.80544,0.586399,0.340414,-1.24496,-0.0160323,-0.364151,0.00909185,,,,,,,,,,
126,2.06276,3.7765,1.70824,0.719952,0.10655,0.875507,0.854896,-1.85492,0.66619,-0.600838,1.63119,3.4973,1.19068,-0.433781,-0.698551,2.13374,0.367362,-1.09217,-0.228715,-0.219294,,,,,,,,,,
127,3.77515,1.43729,-1.38246,-1.03087,1.39318,2.11016,-1.26455,0.747983,1.62127,-0.200011,2.77729,1.25202,0.759582,0.245782,2.81013,-0.117902,-0.0410573,-0.131171,0.184003,-1.44166,,,,,,,,,,
128,-0.222637,2.47495,0.735849,-1.7624,1.45859,1.70092,-0.0884788,-1.2326,0.090434,0.565247,0.885733,1.09254,0.978376,-0.189033,1.4432,-0.10422,-0.32873,-1.93554,-0.191342,0.451359,,,,,,,,,,
129,1.99321,-0.902671,2.43601,-0.67254,1.04934,-0.934625,-0.952804,-2.92574,2.32087,0.719595,0.963144,-0.502493,1.2083,-0.591802,0.0985446,-1.25678,-0.117016,-2.47259,0.370218,-0.647602,,,,,,,,,,
130,2.07316,2.9188,2.37522,0.738871,0.684211,1.98796,1.11873,-2.41982,-1.24207,-2.21417,2.40731,1.17699,0.992393,-0.204148,-0.310792,0.455945,-0.313425,-1.82225,-1.35128,-2.22532,,,,,,,,,,
131,-0.343075,0.675741,0.600343,-1.44473,-0.495204,1.19513,0.548877,-2.67682,-0.95384,-0.312659,0.784468,0.423076,0.712268,-0.683753,0.518985,-1.23207,0.855058,-1.6534,-0.298585,0.577048,,,,,,,,,,
132,0.452764,2.60476,-0.713657,1.46074,-0.701388,-1.66606,2.55577,-3.40319,-0.453275,-0.263416,0.450238,-0.201306,1.18297,0.421799,-0.639668,-0.628656,0.640456,-1.8341,-0.115298,-0.0355572,,,,,,,,,,
133,1.15584,0.861378,0.865915,-0.82265,1.0093,-1.03878,-0.921516,-2.86188,1.61445,-2.26284,-0.0954306,0.773159,0.785519,0.116503,0.0702769,-0.856283,-0.447539,-1.52013,-0.0548194,-0.150678,,,,,,,,,,
134,-1.29496,-0.354661,1.36409,-0.0577196,-1.74911,0.29398,1.29407,-0.73552,0.832782,-1.29768,0.335817,0.441243,2.03839,-0.499849,-0.910704,2.05615,0.726686,-0.560433,-0.425732,-1.93232,,,,,,,,,,
135,-2.97455,-1.38961,-0.874252,0.0676984,0.00963601,-1.05815,1.31291,0.668072,-1.50524,1.88958,-0.835907,-0.0774738,-1.43045,-0.624938,-0.486666,-0.896727,2.0955,2.01827,0.178133,-0.0720891,,,,,,,,,,
136,-2.24536,-1.2358,1.15794,-3.05726,-0.0994388,1.29816,-2.34391,-1.41932,-1.40491,-1.57073,-1.64268,-0.273639,1.34332,-1.32801,0.375219,1.20666,-1.0678,-0.852242,-0.711619,-2.36733,,,,,,,,,,
137,-1.29239,-2.42299,2.15983,0.0128622,-3.08992,-1.00863,1.9826,-1.29339,-2.15608,2.82152,0.454459,-1.97434,2.14726,-0.394625,-0.15626,-0.271711,0.574262,-1.74481,-1.73494,0.37672,,,,,,,,,,
138,-0.128369,0.123319,-1.97939,-1.39569,-1.8443,0.439142,-0.272618,-0.830832,-1.62943,-1.93951,0.0159078,-0.40482,0.480755,-0.969267,0.229378,-0.457905,-1.93958,-0.531433,-0.646872,-1.51005,,,,,,,,,,
139,0.151879,-1.3007,-1.92565,-3.07006,3.73451,0.289976,0.897144,-1.55397,-1.20026,2.20873,-0.0189087,-1.57824,-1.10114,-1.15615,2.22955,-1.26069,0.721836,-0.648578,-0.337183,0.634117,,,,,,,,,,
140,-0.397606,-1.22672,0.539721,-0.187314,2.60316,-1.14633,-0.851435,-2.20436,1.54533,1.67303,0.862473,-0.305406,-0.867989,-0.091019,1.67344,0.661242,-1.41015,-1.71253,-0.784021,-0.00230762,,,,,,,,,,
141,2.98849,0.775854,-2.47767,-1.78828,-1.03843,-1.56469,-1.1689,1.73758,0.753437,2.39156,1.09213,-0.329731,-0.364146,-0.794323,0.440036,-1.31778,0.0399848,-0.899448,0.885844,0.967264,,,,,,,,,,
142,1.38686,-0.761578,-1.73495,1.07341,2.69135,-1.18371,-0.61876,-2.00943,2.2358,-1.10527,1.13029,-0.364963,-0.489352,-0.0112559,1.28549,-0.474336,-1.01939,-0.628948,1.01422,-1.00356,,,,,,,,,,
143,-1.3002,1.62033,1.62067,0.414179,0.752667,1.38251,1.05573,-4.27022,1.74241,0.241534,-0.48758,-0.881847,1.82713,0.548356,2.0091,0.894698,0.226137,-2.04912,1.36444,-0.569402,,,,,,,,,,
144,0.373542,1.1613,0.13208,0.182413,-1.59968,-0.700463,0.751476,-0.803865,3.80779,0.845147,-0.88381,0.75619,-0.257402,0.451153,-1.78266,-0.525416,-0.0829509,1.05705,1.05083,0.872361,,,,,,,,,,
145,0.510344,0.505623,1.10954,-1.7493,1.98274,1.1505,-0.0504065,0.00402963,-0.623678,-0.759303,-0.163516,0.233842,0.770787,0.609159,1.10458,0.0897474,-0.901831,-0.434605,0.1013,0.302309,,,,,,,,,,
146,-0.145761,2.32836,-2.86239,-0.2588,-0.497806,-0.475671,1.65439,-0.226446,1.35673,-2.39908,-0.549044,0.0173553,-1.24729,0.252133,1.50086,0.482909,-0.216499,-0.268323,1.05245,-0.656377,,,,,,,,,,
147,2.82155,-1.08668,-0.951731,-1.13851,1.8616,1.07807,-1.22586,0.239253,-0.0659261,2.90451,0.92055,-1.05869,0.116359,-0.687112,1.50319,0.638571,-1.17436,0.894123,0.788148,1.15276,,,,,,,,,,
148,0.762182,0.260611,1.18266,0.836854,0.700497,1.4182,1.11768,0.0866786,1.1425,1.91994,0.0417504,0.987671,0.242967,1.38312,0.976441,0.125878,0.0649082,-0.533314,0.594658,1.43824,,,,,,,,,,
149,-2.30437,1.17363,-0.719399,-1.49307,-0.263791,0.470549,-1.72067,0.590553,0.0478225,1.17108,-0.232782,0.570313,0.0249206,-0.829931,0.470417,-0.461884,-0.264212,-0.474343,0.701649,0.547246,,,,,,,,,,
150,-0.639668,2.09518,-0.663698,-0.015099,0.848009,2.15997,0.522046,0.0315683,1.09657,-0.292185,-0.456586,1.13378,-0.054627,0.0590221,0.724944,0.686249,-0.900797,-0.372902,-0.650468,-0.419999,,,,,,,,,,
151,0.133045,0.658781,1.77537,-0.0963091,-0.406377,0.094324,-3.52381,-2.52534,-3.61011,-0.519925,-0.0768922,0.641391,0.105849,0.392324,0.440513,-0.826169,-1.03178,-0.51438,-0.511993,0.00265653,,,,,,,,,,
152,-1.44176,1.57432,-0.82145,1.83287,-0.821977,0.0512586,-2.61173,-1.25155,-1.1126,-0.814883,-0.389721,0.325453,0.0557286,1.30724,-0.54931,0.87059,-0.686045,-0.383818,-0.420703,-0.0404344,,,,,,,,,,
153,-1.18646,1.192,4.40354,1.26611,1.10392,-0.569474,1.60089,-0.916713,-2.98779,1.6042,-0.699972,-0.0934073,0.531061,0.121288,0.19619,-1.28022,1.83005,-0.0510825,-1.22626,0.532532,,,,,,,,,,
154,-0.208573,-1.79577,-0.322708,0.191503,1.82582,0.345508,-2.39569,-0.019586,-0.346581,1.37705,-1.22507,-0.379993,0.754573,-0.768651,0.601941,2.42288,-3.17733,-0.338861,0.538797,0.217992,,,,,,,,,,
155,-1.8771,1.35021,-1.84759,0.560229,2.01428,0.261554,2.04549,1.08892,-0.599548,-0.540715,-1.15267,0.54751,0.747956,1.9279,0.805764,1.55626,1.02499,1.86556,-1.36618,-0.135033,,,,,,,,,,
156,-1.10295,-0.916409,-0.164681,-0.00855732,1.16323,1.46235,-0.753002,2.73748,-1.75282,1.4987,-0.0363012,-0.527418,-0.536178,0.389476,1.0497,0.730308,0.913938,1.51071,-1.5025,0.862841,,,,,,,,,,
157,-2.5939,1.80809,1.42029,0.652822,0.614593,1.62783,1.32482,-0.730268,0.495081,1.37828,0.45627,2.06527,0.415897,0.49752,-0.217005,1.22726,0.0540742,0.799105,-0.660412,1.10448,,,,,,,,,,
158,-1.7839,2.99236,-0.409194,-0.10638,0.963207,0.535476,-1.72773,-0.721249,0.680511,0.319354,-2.21356,1.65558,0.210128,-0.872536,1.22021,-0.53622,0.678259,-0.667777,-0.0642386,1.64889,,,,,,,,,,
159,-2.69196,1.03629,2.03655,-0.924848,0.605837,1.19781,-0.826641,0.438709,-0.663586,0.658204,-0.739551,-1.07252,1.32292,0.29135,0.561914,1.51343,-0.175651,-1.0307,-0.802079,-0.540022,,,,,,,,,,
160,0.373582,-1.06161,-0.0175318,-0.41742,-0.558252,0.546941,-0.0314916,-0.74206,-0.744354,-1.40441,-0.171823,-0.584164,0.416936,0.469487,0.234857,1.46351,-0.249366,-0.0392615,-0.503905,-0.234601,,,,,,,,,,
161,-0.754216,0.367221,0.443185,0.211099,-0.872234,3.36162,0.456725,-0.952187,-0.921196,-0.241475,-1.07536,0.0624212,-0.319331,0.833448,-0.295181,2.60749,-0.318212,-1.48784,0.0642674,-0.0949474,,,,,,,,,,
162,-0.484517,-1.25935,0.170936,0.0654433,0.321118,-0.129673,0.400445,0.0677814,-1.52004,-0.265184,0.0567468,1.80815,0.258362,-1.58518,-0.440955,0.736967,1.75772,-0.175859,0.153979,0.690915,,,,,,,,,,
163,-1.20556,-0.620301,-0.769985,1.18976,-0.658077,0.480366,0.0383002,2.30569,-2.17331,0.795593,-1.33168,-0.719551,-0.102833,0.587519,0.177494,0.624097,0.380739,0.49494,-1.41458,0.0121512,,,,,,,,,,
164,-0.712509,-3.08124,0.554263,2.30731,-0.527114,0.741176,-3.24951,-1.77101,-1.21075,1.08643,-0.127044,-1.41823,0.256278,1.53097,0.970058,1.04067,-1.78167,-0.272659,-0.0552605,0.717955,,,,,,,,,,
165,-0.754533,-4.36275,0.494738,-1.60945,1.89607,1.74026,1.40285,-2.00049,0.282391,1.55508,0.00760847,-1.79514,0.313212,0.629005,-0.0904113,0.865983,0.148282,-1.08296,0.591445,2.14026,,,,,,,,,,
166,-2.34815,-1.52685,0.969958,-0.283722,-0.109839,-0.774546,0.905158,2.61755,1.93134,0.247784,-0.292414,-1.01795,-0.0576402,0.620412,-0.972134,0.256844,0.828479,-0.62726,0.0291491,0.648282,,,,,,,,,,
167,0.181899,2.5472,0.0620696,-3.97214,0.328923,1.38291,-1.88232,-2.2672,-1.64403,1.04943,1.25271,0.247484,0.122514,-0.175656,0.753533,0.692769,0.11849,-0.77341,-1.75842,1.76374,,,,,,,,,,
168,0.509574,-1.57923,0.934139,1.69685,0.801887,1.30748,-1.11237,-3.13884,0.837125,-1.56463,1.0709,-0.680517,0.0651366,1.1725,-0.490185,1.30455,-0.946775,-1.9128,0.057683,0.776979,,,,,,,,,,
169,-0.779724,1.45869,1.1871,-1.19072,1.11277,0.392522,0.500623,0.465164,1.35282,1.59693,0.0730692,0.0583471,-0.133985,-0.293525,1.28364,1.20756,0.159886,-0.0670265,-1.0115,-0.0624491,,,,,,,,,,
170,1.126,3.0245,3.36426,-0.3145,0.374354,1.50507,-0.128963,1.29685,-1.95061,0.909893,0.411457,1.01532,0.157212,0.269068,0.498969,2.13467,-0.485322,1.59566,-1.34423,-0.0225108,,,,,,,,,,
171,-0.683582,1.8381,0.699733,0.174316,-2.10978,-2.56474,-0.348819,1.50682,-1.77011,2.40851,-2.71758,-0.283079,0.374854,-1.00913,-1.68758,0.288425,-1.11661,0.00981241,-0.436418,0.747052,,,,,,,,,,
172,-0.969864,0.392075,-1.14419,-0.496076,2.075,-0.473802,-2.9983,1.18369,1.01629,2.48671,-0.995408,1.27766,-0.158342,-0.626948,-0.130793,-0.391437,-1.65013,-0.323252,1.2023,2.08302,,,,,,,,,,
173,0.389174,0.908995,-0.258294,1.33391,2.47681,0.722145,1.25123,0.58397,0.168077,0.397609,-0.360762,-0.769684,-0.0675329,0.892557,0.643292,1.35991,0.537331,0.660462,0.0682589,0.35217,,,,,,,,,,
174,0.12788,1.54278,-0.675796,-0.407608,-0.644348,-0.821131,-1.75034,2.93152,-1.43014,0.378603,-0.0590106,0.306771,-0.160788,0.762654,-0.168506,-0.5314,-2.76423,0.250485,-1.61023,0.66911,,,,,,,,,,
175,-3.04852,0.57409,0.501138,1.07828,-1.347,0.643831,-3.99199,0.376677,0.425882,2.70339,-1.36173,0.246345,-0.449872,1.90332,0.307905,0.393215,-1.69503,-0.0666502,-0.530094,2.4646,,,,,,,,,,
176,0.371841,0.0194751,-0.748535,-1.47606,0.580443,1.26725,-1.6399,-0.85095,0.751863,0.493205,0.208506,0.452113,0.0244669,-1.65315,-0.257383,0.857792,-0.331163,-0.954411,-0.925916,0.112141,,,,,,,,,,
177,-1.50459,-2.91518,0.405765,-0.0217556,0.16403,0.465239,0.545185,2.2303,0.508521,-0.852173,0.578432,-1.26165,0.189293,-1.64417,0.114399,0.279183,0.430126,0.339817,0.0744096,-0.356356,,,,,,,,,,
178,-0.614191,1.49498,-2.14017,-0.0517555,0.368646,0.649065,1.81769,0.695915,-0.149307,-0.597811,-0.832709,2.23296,-0.605639,0.497934,0.105366,0.0053865,0.314195,-0.389946,0.490011,0.473279,,,,,,,,,,
179,1.88645,-0.599339,-4.23744,1.44758,-0.00221616,-0.193914,1.13038,0.814537,0.140103,2.07185,1.05555,0.939816,-0.822318,0.946614,-0.910128,-0.457684,-0.474181,0.72622,1.13839,-0.754131,,,,,,,,,,
180,-1.09885,2.13304,-2.48273,0.107849,-2.23693,0.674291,1.31974,-1.13544,-1.1097,1.4753,0.0448076,1.51728,-1.23868,-0.685138,0.536714,0.715645,0.0881081,-0.392804,0.595696,1.45028,,,,,,,,,,
181,-1.10694,1.54233,1.76779,-1.27788,0.897282,-0.976447,2.11631,-0.261824,1.321,0.42503,-0.174053,1.06069,-0.511913,-1.34358,0.991671,0.76085,1.45219,-0.287702,1.89035,-0.0544465,,,,,,,,,,
182,-2.5295,0.0399799,2.55764,-0.452154,-1.92206,-0.349001,-0.28986,0.63254,1.53118,-1.30203,-0.588824,-1.53102,-1.3572,-1.20771,-1.06931,-0.490654,0.458959,1.13878,0.966018,-0.165275,,,,,,,,,,
183,-0.0834949,0.555232,0.953577,3.70743,-2.42925,0.61168,0.334293,-2.3886,0.550938,-3.13741,0.208393,-0.578396,-0.274517,2.07683,-0.573037,0.0947049,0.757471,-1.96275,0.101182,-0.43051,,,,,,,,,,
184,-1.56318,0.694323,0.159414,2.28867,0.62104,1.74434,-0.29338,-1.44711,-0.755837,-0.941331,-1.37601,-0.174307,0.0587894,-0.0943657,0.598052,1.72017,-0.0475147,-0.314121,0.0976064,0.412996,,,,,,,,,,
185,0.22725,1.84829,-2.37673,0.806938,-0.165963,1.49056,-0.133465,-2.03936,-0.0629777,0.710624,0.287511,1.42044,-0.53052,0.367401,-0.0969853,1.07136,-0.223075,-0.0791758,0.434111,-0.0890594,,,,,,,,,,
186,-2.21323,-0.254244,0.634709,-3.64294,-1.76191,-0.727188,-1.10397,-3.97736,0.6028,-0.681046,-0.274081,-0.168547,0.673091,-1.3583,-0.498,-0.12264,-0.155035,-1.89674,1.13537,-0.679144,,,,,,,,,,
187,-0.57426,-0.226263,-0.661532,1.72554,0.298643,0.722253,0.849676,-0.0343926,-2.84127,-1.85098,0.57045,-1.26936,-0.351904,0.947753,1.45059,0.00171176,0.523965,0.138832,-1.71161,-1.43962,,,,,,,,,,
188,0.176307,-0.0145858,0.159765,-0.658922,-0.529532,3.68569,0.904343,0.0568533,1.03601,-1.33801,0.206058,-0.631019,1.49125,0.893466,-2.12656,2.6063,-0.52765,1.30029,1.6809,-0.483111,,,,,,,,,,
189,-0.966547,1.33835,0.0378082,2.21111,0.173029,1.51478,-1.55766,1.19916,1.3733,-0.0540776,-0.825017,0.1992,1.08032,0.00511466,0.307978,-0.277164,0.690998,-0.0959285,0.582795,-0.611781,,,,,,,,,,
190,-0.389312,2.62915,0.66435,0.0410562,1.52907,0.717844,1.67221,-2.44893,-1.8712,-0.125425,-0.930526,0.949035,0.0266555,-0.403908,0.829209,-0.0625959,0.652602,-0.897745,-1.12201,-0.663607,,,,,,,,,,
191,-3.07152,0.65117,0.540456,-0.857819,-0.165602,1.10901,-0.071949,1.19936,1.13624,-0.232482,-0.846077,-0.0253684,-0.744235,-1.07376,-1.52129,-0.051929,-0.362806,-0.532876,0.522797,0.305539,,,,,,,,,,
192,-1.61987,1.90536,-0.411765,-0.0751978,2.76087,-0.0584907,-0.979661,0.0306143,-2.4004,1.55638,-1.97961,1.79901,-0.947291,-1.16915,1.84973,-0.82011,-0.00335497,-0.966777,-0.284303,1.29244,,,,,,,,,,
193,1.25872,-0.543575,1.61366,-2.78926,-2.36085,-1.14404,0.459195,-0.870595,-3.05162,-0.794013,-0.264478,-0.30177,0.44127,0.110842,-1.51892,0.455553,0.239612,-0.0335349,-1.3185,-0.776096,,,,,,,,,,
194,1.19617,0.290782,0.475512,-0.784903,-0.466809,-0.579669,-1.69368,-1.013,-1.08599,1.11663,-0.522574,-0.193093,-0.0699083,-0.181968,-0.33323,0.468504,0.518761,0.536393,-1.29878,-1.28793,,,,,,,,,,
195,-1.33544,2.25312,-0.543589,0.163981,-0.422699,-0.359865,0.590949,1.48756,-0.468383,0.0621735,-0.751629,0.216851,0.45948,-0.0890289,-0.479275,-0.641097,0.0147046,-0.432294,0.519323,-0.250052,,,,,,,,,,
196,-1.04625,0.797285,-1.16628,0.0445926,0.445207,0.835258,-2.06661,-0.577918,1.3524,1.20456,0.595764,0.764279,0.311584,-1.55305,1.70339,1.23303,-1.48722,-0.280879,1.16243,0.48142,,,,,,,,,,
197,0.153586,1.19269,-1.32619,0.745311,1.4508,-1.02294,0.470343,2.3749,-1.90106,1.42311,0.778313,1.66649,0.19917,-0.634919,1.6491,-1.77341,-1.05142,0.557861,-0.018261,1.43151,,,,,,,,,,
198,-0.823881,0.266717,-1.64681,3.42657,1.20386,-1.59126,-1.19371,1.25659,1.17282,1.4509,-0.618933,-1.47762,-1.50975,0.707933,0.365574,-0.448744,0.491849,0.483417,1.02363,0.434683,,,,,,,,,,
199,-0.64042,-0.442534,2.52179,1.46307,2.35928,1.57089,-1.95433,0.444285,0.154494,2.4984,-1.12884,-0.159707,0.659331,0.882034,0.00570505,0.282638,-1.66195,-0.120618,-0.435141,0.143528,,,,,,,,,,
200,-2.41878,-0.242886,-0.707015,4.37396,1.82203,-1.44135,-0.0963705,0.36738,-2.53816,0.876939,-1.95124,0.378845,-1.41,2.71183,-0.547751,-0.455222,-0.468986,0.469729,0.247104,0.895255,,,,,,,,,,
201,0.07877,0.237269,0.453278,-0.475017,-0.617419,0.749756,0.275298,0.702631,0.692914,1.62183,-0.162941,-0.647445,0.650792,-0.694421,0.256038,1.23993,0.379049,0.480433,0.648711,1.2831,,,,,,,,,,
202,1.6374,1.83518,-0.227939,-0.107511,1.18383,0.49357,0.0841444,-0.167931,-1.32323,0.899209,0.00773527,1.43184,0.0712251,-1.02514,0.972653,1.31415,-0.051419,0.390557,0.248823,0.147425,,,,,,,,,,
203,0.814201,0.459229,0.240823,3.67488,0.330139,1.8477,0.461319,-1.1105,-0.811926,-0.0834965,-0.697184,-0.848765,0.178505,2.72617,0.14223,-0.100505,1.54484,-0.326977,0.719629,1.2729,,,,,,,,,,
204,-1.19953,0.287671,-0.224459,2.92706,0.0811807,0.430053,2.14075,1.01983,-1.01252,-0.247898,-0.443749,0.173516,0.436827,1.38748,-0.705745,0.826022,1.86128,1.2125,-2.17135,1.89247,,,,,,,,,,
205,2.1437,-2.75495,-0.556385,1.59416,-2.79288,1.00076,-0.416814,-0.850413,-0.372266,1.79167,0.795604,-0.159306,0.464825,2.09737,-1.97027,0.363035,0.140009,-1.30368,-0.359697,0.469032,,,,,,,,,,
206,-1.55027,0.110889,-0.910831,1.6467,-0.433671,-0.331376,0.906792,-0.459606,-2.01493,1.08746,-1.08686,-1.03983,0.0874474,2.63958,0.443713,0.272704,-1.65941,-0.615077,-0.252409,1.1472,,,,,,,,,,
207,1.58362,1.45788,2.80686,-0.859025,1.4371,0.185435,-0.274039,-1.53116,-0.558973,0.15695,-0.500238,1.16247,1.40237,-1.53644,1.97206,1.12636,-0.400285,0.909154,0.290474,0.261362,,,,,,,,,,
208,2.01631,-1.0288,0.356448,2.11754,1.74378,-0.482041,-2.54645,-1.07521,-0.839811,-0.412482,0.722337,-0.595953,-1.21352,1.92261,-0.282732,-0.283208,-0.990088,0.579364,-0.401878,-1.435,,,,,,,,,,
209,1.43538,-2.42322,-1.8121,0.156153,-2.02811,-1.27727,-0.356694,1.84656,-1.21503,-1.11256,0.320505,-1.57028,-0.298952,-0.222918,-0.265553,0.116656,-1.46179,0.40778,-0.73895,-0.802808,,,,,,,,,,
210,2.28357,0.0465332,0.877874,0.371839,-0.834141,1.95964,-1.83502,1.33418,0.887844,-1.0294,-0.270142,-0.113905,1.78203,1.06946,-0.56359,1.16421,-1.37047,-0.675068,-0.585911,0.713557,,,,,,,,,,
211,0.100428,-2.12151,3.48566,-0.0657012,-2.14353,2.18349,-1.49339,-1.19965,-1.89139,0.0670687,0.711364,-1.12973,1.02941,-0.5855,-0.36595,1.94433,-1.14209,0.817187,-0.376247,1.05421,,,,,,,,,,
212,-1.04241,-0.615381,-1.6298,0.570808,-1.70862,0.763679,1.78779,3.3333,1.56725,1.56344,-0.965086,-0.468788,0.0696189,-0.322213,-0.41127,-0.21538,0.169018,-0.486501,0.599879,0.548429,,,,,,,,,,
213,-2.43131,0.883688,0.6128,1.98957,4.40639,-2.98918,-1.13239,-1.7907,-3.08118,-0.249111,-0.426502,0.234591,1.5344,1.77052,1.38544,-1.46875,-1.23916,-1.33064,-1.10463,0.732477,,,,,,,,,,
214,0.165452,0.022542,-0.981028,0.881863,-3.00998,1.0194,-0.582106,-0.149516,-1.63022,-1.23454,-0.436812,-2.11525,-0.0470832,1.05778,-1.56267,-0.765826,0.21805,-1.81974,0.267224,-0.606757,,,,,,,,,,
215,-1.33281,-0.688067,1.19659,0.680483,1.79466,-2.62316,3.24694,0.276522,1.18215,-0.525338,-1.29134,0.645742,1.44023,0.518265,0.0865881,-1.50271,0.877756,-0.026301,-0.499574,-0.0476436,,,,,,,,,,
216,1.64696,1.73398,-0.682192,-3.10802,0.578317,-0.502366,2.2446,-1.11957,1.64866,0.529086,0.396475,0.572637,-0.418163,0.550893,-0.647308,0.030196,1.04421,-0.885345,-0.0219947,0.290646,,,,,,,,,,
217,-2.09994,-3.085,1.29374,0.572429,0.611027,-1.38574,0.0217348,-0.536375,0.914276,1.22942,-0.872913,-1.94019,0.316872,0.027123,0.499354,0.0385103,-0.193546,0.166539,-0.299269,1.87949,,,,,,,,,,
218,-4.86718,0.465411,1.20713,-2.01175,0.944502,0.810563,-1.161,0.702061,-0.344544,-0.69648,-2.79183,0.399076,1.17727,-0.0763788,-0.319281,0.192537,0.130293,0.232631,-1.89881,-0.409146,,,,,,,,,,
219,-1.19526,-1.54619,0.395963,-1.00993,0.602018,0.836099,0.697462,0.553426,1.35372,1.17659,-0.735348,0.0676463,-1.34816,-0.753887,-0.380192,-0.226699,-0.162856,0.346997,0.374678,-0.345255,,,,,,,,,,
220,1.38835,0.0875546,0.368416,-1.58622,0.824328,3.11149,-2.75121,3.44843,-0.789879,0.274423,-0.38965,0.233976,-0.997862,1.1867,0.657568,-0.224825,-1.32639,0.288373,-0.452913,0.75521,,,,,,,,,,
221,-0.373711,0.552645,0.0875278,1.47997,1.44124,-0.883522,-0.931338,0.750727,-0.456199,1.10504,0.695404,-0.263579,-0.195047,2.08264,1.03417,-0.117517,-0.906421,0.166188,0.947663,1.18219,,,,,,,,,,
222,-1.00952,1.9469,-1.74206,2.19008,1.65452,-1.91939,-2.68609,0.468859,0.244315,-0.681435,-0.016301,0.790363,-1.43997,0.886985,0.91727,-0.953762,-0.867548,-1.06513,0.901731,0.941997,,,,,,,,,,
223,0.333458,0.866948,1.16664,0.929338,0.309832,-0.0460404,1.74503,2.65391,-3.05442,0.491687,1.34427,-1.25394,-0.216096,-0.393587,0.116721,-0.450218,-0.29316,1.68614,-1.24901,0.65458,,,,,,,,,,
224,0.543349,2.15498,1.71096,0.82847,1.83039,0.757585,-0.18586,-0.426176,-1.58943,-3.53324,0.528145,0.214368,1.24253,-0.0325036,1.21141,-0.649827,-1.60974,0.100636,-0.679371,-1.05054,,,,,,,,,,
